PlanKey,MonthStartDate,RegionKey,ProductKey,PlanRevenue,PlanCost,PlanBookings
PL202609R02P004,2026-09-01,R02,P004,156778.67,55511.42,22.0
PL202609R02P005,2026-09-01,R02,P005,165128.56,56883.49,21.0
PL202609R02P006,2026-09-01,R02,P006,95083.44,27894.79,53.0
PL202609R02P007,2026-09-01,R02,P007,99679.37,29759.66,42.0
PL202609R02P008,2026-09-01,R02,P008,157500.96,56414.14,15.0
PL202609R03P001,2026-09-01,R03,P001,113860.26,48561.94,41.0
PL202609R03P002,2026-09-01,R03,P002,123192.60,55546.17,31.0
PL202609R03P003,2026-09-01,R03,P003,140879.68,54627.80,24.0
PL202609R03P004,2026-09-01,R03,P004,187762.87,61237.21,26.0
PL202609R03P005,2026-09-01,R03,P005,193698.34,66362.61,24.0
PL202609R03P006,2026-09-01,R03,P006,102697.68,28487.33,57.0
PL202609R03P007,2026-09-01,R03,P007,111093.72,33902.92,47.0
PL202609R03P008,2026-09-01,R03,P008,175407.79,62835.56,16.0
PL202609R04P001,2026-09-01,R04,P001,107795.25,45955.46,39.0
PL202609R04P002,2026-09-01,R04,P002,107884.37,46958.98,27.0
PL202609R04P003,2026-09-01,R04,P003,127504.70,51767.30,22.0
PL202609R04P004,2026-09-01,R04,P004,158458.40,54022.89,22.0
PL202609R04P005,2026-09-01,R04,P005,171917.36,58682.80,22.0
PL202609R04P006,2026-09-01,R04,P006,90252.65,26419.69,50.0
PL202609R04P007,2026-09-01,R04,P007,99195.05,30313.48,42.0
PL202609R04P008,2026-09-01,R04,P008,158982.67,57317.69,15.0
PL202609R05P001,2026-09-01,R05,P001,103896.88,45340.53,38.0
PL202609R05P002,2026-09-01,R05,P002,122651.47,56507.28,31.0
PL202609R05P003,2026-09-01,R05,P003,125295.44,48535.06,21.0
PL202609R05P004,2026-09-01,R05,P004,175865.45,61951.35,24.0
PL202609R05P005,2026-09-01,R05,P005,179098.93,60646.61,22.0
PL202609R05P006,2026-09-01,R05,P006,104123.30,29358.57,58.0
PL202609R05P007,2026-09-01,R05,P007,107714.26,34475.58,45.0
PL202609R05P008,2026-09-01,R05,P008,162477.36,60686.46,15.0
PL202609R06P001,2026-09-01,R06,P001,111948.85,45600.90,41.0
PL202609R06P002,2026-09-01,R06,P002,115051.16,52333.42,29.0
PL202609R06P003,2026-09-01,R06,P003,132987.13,51257.76,23.0
PL202609R06P004,2026-09-01,R06,P004,174227.78,59734.94,24.0
PL202609R06P005,2026-09-01,R06,P005,172063.53,58123.01,22.0
PL202609R06P006,2026-09-01,R06,P006,95226.67,27821.08,53.0
PL202609R06P007,2026-09-01,R06,P007,103969.51,31300.26,44.0
PL202609R06P008,2026-09-01,R06,P008,163388.99,60484.60,15.0
PL202610R01P001,2026-10-01,R01,P001,107258.87,45185.79,39.0
PL202610R01P002,2026-10-01,R01,P002,118190.99,53770.44,30.0
PL202610R01P003,2026-10-01,R01,P003,132048.29,52183.75,22.0
PL202610R01P004,2026-10-01,R01,P004,167677.60,58342.05,23.0
PL202610R01P005,2026-10-01,R01,P005,194361.51,61403.04,24.0
PL202610R01P006,2026-10-01,R01,P006,112530.17,32914.69,62.0
PL202610R01P007,2026-10-01,R01,P007,109054.74,35552.75,46.0
PL202610R01P008,2026-10-01,R01,P008,177572.09,63708.47,17.0
PL202610R02P001,2026-10-01,R02,P001,105869.57,44232.64,38.0
PL202610R02P002,2026-10-01,R02,P002,121954.03,54305.99,31.0
PL202610R02P003,2026-10-01,R02,P003,124766.77,47102.86,21.0
PL202610R02P004,2026-10-01,R02,P004,170746.21,55515.76,24.0
PL202610R02P005,2026-10-01,R02,P005,185746.89,60246.98,23.0
PL202610R02P006,2026-10-01,R02,P006,100189.30,28464.79,56.0
PL202610R02P007,2026-10-01,R02,P007,111625.99,33410.26,47.0
PL202610R02P008,2026-10-01,R02,P008,165946.43,61954.77,16.0
PL202610R03P001,2026-10-01,R03,P001,120801.30,50569.77,44.0
PL202610R03P002,2026-10-01,R03,P002,130068.64,57356.61,33.0
PL202610R03P003,2026-10-01,R03,P003,150243.69,56405.23,26.0
PL202610R03P004,2026-10-01,R03,P004,188690.88,66453.96,26.0
PL202610R03P005,2026-10-01,R03,P005,199288.98,65759.38,25.0
PL202610R03P006,2026-10-01,R03,P006,112666.04,32215.44,62.0
PL202610R03P007,2026-10-01,R03,P007,119218.24,36031.64,50.0
PL202610R03P008,2026-10-01,R03,P008,193464.54,67207.83,18.0
PL202610R04P001,2026-10-01,R04,P001,106731.02,43588.08,39.0
PL202610R04P002,2026-10-01,R04,P002,112198.37,52341.86,28.0
PL202610R04P003,2026-10-01,R04,P003,124349.54,48964.04,21.0
PL202610R04P004,2026-10-01,R04,P004,164914.79,54302.06,23.0
PL202610R04P005,2026-10-01,R04,P005,163214.35,56608.91,20.0
PL202610R04P006,2026-10-01,R04,P006,98855.44,28818.25,55.0
PL202610R04P007,2026-10-01,R04,P007,108551.36,32425.14,46.0
PL202610R04P008,2026-10-01,R04,P008,148471.72,55895.57,14.0
PL202610R05P001,2026-10-01,R05,P001,114927.87,50111.87,42.0
PL202610R05P002,2026-10-01,R05,P002,124640.12,55554.42,31.0
PL202610R05P003,2026-10-01,R05,P003,138026.82,52029.05,23.0
PL202610R05P004,2026-10-01,R05,P004,183666.31,63757.35,25.0
PL202610R05P005,2026-10-01,R05,P005,195484.39,62091.25,24.0
PL202610R05P006,2026-10-01,R05,P006,114335.06,30453.75,63.0
PL202610R05P007,2026-10-01,R05,P007,119225.08,37500.29,50.0
PL202610R05P008,2026-10-01,R05,P008,185748.34,66022.88,17.0
PL202610R06P001,2026-10-01,R06,P001,113920.01,47495.00,41.0
PL202610R06P002,2026-10-01,R06,P002,114692.79,52840.13,29.0
PL202610R06P003,2026-10-01,R06,P003,125814.72,50123.34,21.0
PL202610R06P004,2026-10-01,R06,P004,177826.74,61131.84,25.0
PL202610R06P005,2026-10-01,R06,P005,173133.39,58133.79,22.0
PL202610R06P006,2026-10-01,R06,P006,105267.61,29378.38,58.0
PL202610R06P007,2026-10-01,R06,P007,105546.50,31396.76,44.0
PL202610R06P008,2026-10-01,R06,P008,156515.92,55505.01,15.0
PL202611R01P001,2026-11-01,R01,P001,129252.19,54975.34,47.0
PL202611R01P002,2026-11-01,R01,P002,139889.27,61736.21,35.0
PL202611R01P003,2026-11-01,R01,P003,154525.93,59342.33,26.0
PL202611R01P004,2026-11-01,R01,P004,192496.21,68587.10,27.0
PL202611R01P005,2026-11-01,R01,P005,208680.54,71483.48,26.0
PL202611R01P006,2026-11-01,R01,P006,116281.98,31751.87,64.0
PL202611R01P007,2026-11-01,R01,P007,111529.22,35166.03,47.0
PL202611R01P008,2026-11-01,R01,P008,206046.68,76091.09,19.0
PL202611R02P001,2026-11-01,R02,P001,113121.44,49469.15,41.0
PL202611R02P002,2026-11-01,R02,P002,129097.38,59640.91,32.0
PL202611R02P003,2026-11-01,R02,P003,133652.41,50588.22,23.0
PL202611R02P004,2026-11-01,R02,P004,173790.33,58151.15,24.0
PL202611R02P005,2026-11-01,R02,P005,194096.97,66612.83,24.0
PL202611R02P006,2026-11-01,R02,P006,104832.68,30244.38,58.0
PL202611R02P007,2026-11-01,R02,P007,108756.51,34227.60,46.0
PL202611R02P008,2026-11-01,R02,P008,186888.89,66718.17,18.0
PL202611R03P001,2026-11-01,R03,P001,130989.27,57025.07,48.0
PL202611R03P002,2026-11-01,R03,P002,145820.15,66209.60,37.0
PL202611R03P003,2026-11-01,R03,P003,151816.00,57180.63,26.0
PL202611R03P004,2026-11-01,R03,P004,209007.20,72501.94,29.0
PL202611R03P005,2026-11-01,R03,P005,205043.53,69525.56,26.0
PL202611R03P006,2026-11-01,R03,P006,121667.52,32524.04,67.0
PL202611R03P007,2026-11-01,R03,P007,129315.40,40519.15,54.0
PL202611R03P008,2026-11-01,R03,P008,203761.76,71357.52,19.0
PL202611R04P001,2026-11-01,R04,P001,117049.56,48651.55,42.0
PL202611R04P002,2026-11-01,R04,P002,121768.52,56099.23,31.0
PL202611R04P003,2026-11-01,R04,P003,135894.31,54055.18,23.0
PL202611R04P004,2026-11-01,R04,P004,171007.73,60230.73,24.0
PL202611R04P005,2026-11-01,R04,P005,184828.91,60546.41,23.0
PL202611R04P006,2026-11-01,R04,P006,110396.74,30113.24,61.0
PL202611R04P007,2026-11-01,R04,P007,108085.75,32499.90,46.0
PL202611R04P008,2026-11-01,R04,P008,165758.22,60787.47,16.0
PL202611R05P001,2026-11-01,R05,P001,122213.24,50865.56,44.0
PL202611R05P002,2026-11-01,R05,P002,127007.25,59187.52,32.0
PL202611R05P003,2026-11-01,R05,P003,145086.12,56598.85,25.0
PL202611R05P004,2026-11-01,R05,P004,186916.99,63693.38,26.0
PL202611R05P005,2026-11-01,R05,P005,196587.22,61944.02,25.0
PL202611R05P006,2026-11-01,R05,P006,123049.39,35753.66,68.0
PL202611R05P007,2026-11-01,R05,P007,121279.59,36460.04,51.0
PL202611R05P008,2026-11-01,R05,P008,177627.70,62502.89,17.0
PL202611R06P001,2026-11-01,R06,P001,123422.45,51239.71,45.0
PL202611R06P002,2026-11-01,R06,P002,137848.74,60427.24,35.0
PL202611R06P003,2026-11-01,R06,P003,148042.98,58762.85,25.0
PL202611R06P004,2026-11-01,R06,P004,179544.27,60366.49,25.0
PL202611R06P005,2026-11-01,R06,P005,185253.59,58997.86,23.0
PL202611R06P006,2026-11-01,R06,P006,103791.39,29236.97,58.0
PL202611R06P007,2026-11-01,R06,P007,115163.94,37166.34,48.0
PL202611R06P008,2026-11-01,R06,P008,185985.13,66241.77,17.0
PL202612R01P001,2026-12-01,R01,P001,97252.00,40890.71,35.0
PL202612R01P002,2026-12-01,R01,P002,103199.22,46196.26,26.0
PL202612R01P003,2026-12-01,R01,P003,120548.40,48155.84,20.0
PL202612R01P004,2026-12-01,R01,P004,157627.54,55284.44,22.0
PL202612R01P005,2026-12-01,R01,P005,166159.91,55970.93,21.0
PL202612R01P006,2026-12-01,R01,P006,97864.32,26264.78,54.0
PL202612R01P007,2026-12-01,R01,P007,101867.04,30376.83,43.0
PL202612R01P008,2026-12-01,R01,P008,158921.32,55891.57,15.0
PL202612R02P001,2026-12-01,R02,P001,93903.90,39689.04,34.0
PL202612R02P002,2026-12-01,R02,P002,108408.22,47364.89,27.0
PL202612R02P003,2026-12-01,R02,P003,107963.00,42288.15,18.0
PL202612R02P004,2026-12-01,R02,P004,143144.11,46901.60,20.0
PL202612R02P005,2026-12-01,R02,P005,156585.50,54483.41,20.0
PL202612R02P006,2026-12-01,R02,P006,94789.05,26750.83,53.0
PL202612R02P007,2026-12-01,R02,P007,98345.88,32206.97,41.0
PL202612R02P008,2026-12-01,R02,P008,141521.30,51411.80,13.0
PL202612R03P001,2026-12-01,R03,P001,111153.84,48415.64,40.0
PL202612R03P002,2026-12-01,R03,P002,123291.67,57630.92,31.0
PL202612R03P003,2026-12-01,R03,P003,134554.02,54737.30,23.0
PL202612R03P004,2026-12-01,R03,P004,174272.05,62276.65,24.0
PL202612R03P005,2026-12-01,R03,P005,177442.43,56766.56,22.0
PL202612R03P006,2026-12-01,R03,P006,94958.31,26288.66,53.0
PL202612R03P007,2026-12-01,R03,P007,104382.69,33477.91,44.0
PL202612R03P008,2026-12-01,R03,P008,165814.92,57923.00,16.0
PL202612R04P001,2026-12-01,R04,P001,90261.90,36701.21,33.0
PL202612R04P002,2026-12-01,R04,P002,94388.02,43405.22,24.0
PL202612R04P003,2026-12-01,R04,P003,105483.14,41022.52,18.0
PL202612R04P004,2026-12-01,R04,P004,138541.94,45427.23,19.0
PL202612R04P005,2026-12-01,R04,P005,157418.29,52043.58,20.0
PL202612R04P006,2026-12-01,R04,P006,83615.99,24353.07,46.0
PL202612R04P007,2026-12-01,R04,P007,91641.56,27192.62,39.0
PL202612R04P008,2026-12-01,R04,P008,146346.11,53510.75,14.0
PL202612R05P001,2026-12-01,R05,P001,99807.48,43684.88,36.0
PL202612R05P002,2026-12-01,R05,P002,110398.74,48574.43,28.0
PL202612R05P003,2026-12-01,R05,P003,120692.81,46310.73,20.0
PL202612R05P004,2026-12-01,R05,P004,155412.83,54557.47,22.0
PL202612R05P005,2026-12-01,R05,P005,175233.36,59529.85,22.0
PL202612R05P006,2026-12-01,R05,P006,93839.89,27901.66,52.0
PL202612R05P007,2026-12-01,R05,P007,96568.19,29015.72,41.0
PL202612R05P008,2026-12-01,R05,P008,146555.90,52980.73,14.0
PL202612R06P001,2026-12-01,R06,P001,94792.47,40771.76,34.0
PL202612R06P002,2026-12-01,R06,P002,106138.00,46219.03,27.0
PL202612R06P003,2026-12-01,R06,P003,109703.74,43715.94,19.0
PL202612R06P004,2026-12-01,R06,P004,146562.50,51411.23,20.0
PL202612R06P005,2026-12-01,R06,P005,169268.28,56955.36,21.0
PL202612R06P006,2026-12-01,R06,P006,88340.40,25425.03,49.0
PL202612R06P007,2026-12-01,R06,P007,89531.65,29195.06,38.0
PL202612R06P008,2026-12-01,R06,P008,143904.75,53391.24,14.0
