OpportunityKey,CampaignKey,CreatedDate,ExpectedCloseDate,CustomerKey,SalesRepKey,RegionKey,PrimaryProductKey,SalesStage,StageProbability,OpportunityAmount,WeightedPipeline,LostReason,NextStepMissing
OP00923,CA00923,2025-03-04,2025-03-31,C025,S001,R01,P005,Negotiation,0.7200,69096.73,49749.65,,True
OP00924,CA00924,2024-12-24,2025-03-23,C016,S002,R02,P004,Proposal,0.5500,396875.65,218281.61,,False
OP00925,CA00925,2025-01-07,2025-03-30,C022,S004,R04,P007,Qualified,0.3000,75751.31,22725.39,,False
OP00926,CA00926,2025-02-16,2025-04-07,C006,S012,R06,P006,Prospecting,0.1500,189303.52,28395.53,,False
OP00927,CA00927,2025-01-24,2025-04-07,C021,S002,R02,P007,Qualified,0.3000,77743.74,23323.12,,True
OP00928,CA00928,2025-02-09,2025-03-15,C023,S010,R04,P007,Prospecting,0.1500,22131.61,3319.74,,False
OP00929,CA00929,2025-02-18,2025-03-22,C027,S009,R03,P008,Prospecting,0.1500,86043.05,12906.46,,False
OP00930,CA00930,2025-02-01,2025-04-06,C005,S005,R05,P005,Closed Lost,0.0000,328064.45,0.00,Budget Frozen,False
OP00931,CA00931,2025-02-23,2025-04-02,C025,S002,R02,P006,Prospecting,0.1500,64789.27,9718.39,,False
OP00932,CA00932,2025-03-22,2025-04-03,C010,S008,R02,P006,Qualified,0.3000,97371.70,29211.51,,True
OP00933,CA00933,2025-03-21,2025-04-24,C016,S009,R03,P006,Closed Lost,0.0000,21738.21,0.00,Price,False
OP00934,CA00934,2025-02-14,2025-04-09,C006,S012,R06,P004,Closed Won,1.0000,162720.84,162720.84,,True
OP00935,CA00935,2025-02-02,2025-03-23,C012,S001,R01,P005,Closed Lost,0.0000,159935.35,0.00,Timing,False
OP00936,CA00936,2025-01-21,2025-04-06,C028,S011,R05,P005,Closed Won,1.0000,96364.76,96364.76,,False
OP00937,CA00937,2025-02-12,2025-04-21,C029,S009,R03,P008,Closed Won,1.0000,454975.74,454975.74,,False
OP00938,CA00938,2025-02-24,2025-03-27,C012,S001,R01,P006,Negotiation,0.7200,15906.05,11452.36,,False
OP00939,CA00939,2025-03-03,2025-03-20,C013,S001,R01,P004,Closed Lost,0.0000,74223.41,0.00,Price,False
OP00940,CA00940,2025-03-29,2025-04-21,C001,S004,R04,P003,Prospecting,0.1500,58675.45,8801.32,,False
OP00941,CA00941,2025-01-31,2025-03-16,C020,S010,R04,P007,Closed Won,1.0000,61660.72,61660.72,,False
OP00942,CA00942,2025-02-22,2025-04-08,C007,S005,R05,P008,Proposal,0.5500,486358.26,267497.04,,False
OP00943,CA00943,2025-02-08,2025-04-03,C011,S003,R03,P004,Closed Won,1.0000,87090.92,87090.92,,True
OP00944,CA00944,2025-01-31,2025-04-01,C020,S004,R04,P001,Proposal,0.5500,11687.22,6427.97,,False
OP00945,CA00945,2025-02-26,2025-04-02,C003,S010,R04,P003,Closed Won,1.0000,427770.67,427770.67,,False
OP00946,CA00946,2025-03-10,2025-03-22,C024,S004,R04,P001,Negotiation,0.7200,26529.72,19101.40,,False
OP00947,CA00947,2025-01-07,2025-03-14,C012,S001,R01,P006,Negotiation,0.7200,48016.10,34571.60,,False
OP00948,CA00948,2025-01-08,2025-03-21,C027,S008,R02,P004,Prospecting,0.1500,31252.46,4687.87,,False
OP00949,CA00949,2025-02-05,2025-04-03,C027,S003,R03,P004,Prospecting,0.1500,217479.11,32621.87,,False
OP00950,CA00950,2025-03-04,2025-03-31,C005,S001,R01,P004,Closed Won,1.0000,71823.17,71823.17,,False
OP00951,CA00951,2025-03-23,2025-04-12,C020,S012,R06,P005,Negotiation,0.7200,321792.92,231690.90,,False
OP00952,CA00952,2025-02-16,2025-04-07,C026,S005,R05,P008,Negotiation,0.7200,60702.17,43705.56,,True
OP00953,CA00953,2025-01-27,2025-03-14,C016,S004,R04,P007,Prospecting,0.1500,13526.53,2028.98,,False
OP00954,CA00954,2025-03-02,2025-03-28,C022,S010,R04,P002,Qualified,0.3000,102339.65,30701.89,,False
OP00955,CA00955,2025-01-27,2025-04-09,C021,S005,R05,P004,Closed Won,1.0000,151458.31,151458.31,,False
OP00956,CA00956,2024-12-31,2025-03-30,C003,S003,R03,P008,Closed Won,1.0000,469477.79,469477.79,,False
OP00957,CA00957,2024-12-29,2025-03-17,C011,S011,R05,P008,Closed Won,1.0000,177686.85,177686.85,,True
OP00958,CA00958,2025-03-14,2025-03-30,C011,S007,R01,P001,Closed Won,1.0000,145662.84,145662.84,,False
OP00959,CA00959,2025-02-06,2025-04-15,C026,S002,R02,P001,Closed Won,1.0000,223081.93,223081.93,,False
OP00960,CA00960,2025-01-28,2025-03-25,C012,S010,R04,P005,Closed Won,1.0000,135374.77,135374.77,,False
OP00961,CA00961,2025-01-12,2025-04-09,C024,S001,R01,P003,Negotiation,0.7200,175748.30,126538.78,,False
OP00962,CA00962,2025-03-12,2025-03-31,C022,S007,R01,P003,Prospecting,0.1500,71817.61,10772.64,,False
OP00963,CA00963,2025-02-22,2025-03-29,C011,S001,R01,P008,Closed Lost,0.0000,273537.30,0.00,Timing,False
OP00964,CA00964,2025-01-11,2025-04-10,C008,S004,R04,P006,Closed Won,1.0000,31464.77,31464.77,,False
OP00965,CA00965,2025-03-15,2025-03-30,C021,S005,R05,P007,Closed Lost,0.0000,50270.94,0.00,Budget Frozen,False
OP00966,CA00966,2025-03-14,2025-04-01,C019,S006,R06,P002,Prospecting,0.1500,365053.06,54757.96,,True
OP00967,CA00967,2025-03-10,2025-03-28,C023,S011,R05,P008,Closed Won,1.0000,244885.00,244885.00,,False
OP00968,CA00968,2025-01-18,2025-04-01,C010,S011,R05,P008,Negotiation,0.7200,854434.31,615192.70,,True
OP00969,CA00969,2025-02-24,2025-04-16,C013,S012,R06,P005,Qualified,0.3000,151256.02,45376.81,,False
OP00970,CA00970,2025-03-16,2025-03-31,C011,S012,R06,P007,Prospecting,0.1500,16749.03,2512.35,,False
OP00971,CA00971,2025-02-12,2025-03-30,C014,S011,R05,P005,Proposal,0.5500,410780.86,225929.47,,False
OP00972,CA00972,2025-01-06,2025-04-01,C008,S005,R05,P008,Proposal,0.5500,274774.19,151125.81,,False
OP00973,CA00973,2025-03-18,2025-04-02,C025,S007,R01,P006,Negotiation,0.7200,79477.37,57223.70,,False
OP00974,CA00974,2025-01-31,2025-03-25,C008,S012,R06,P006,Proposal,0.5500,28507.59,15679.17,,False
OP00975,CA00975,2025-02-01,2025-04-22,C015,S011,R05,P005,Proposal,0.5500,259918.12,142954.97,,False
OP00976,CA00976,2025-02-07,2025-03-20,C024,S012,R06,P006,Closed Lost,0.0000,54430.97,0.00,Timing,True
OP00977,CA00977,2025-02-19,2025-04-01,C027,S004,R04,P003,Negotiation,0.7200,207864.71,149662.59,,False
OP00978,CA00978,2025-01-16,2025-03-23,C028,S004,R04,P008,Proposal,0.5500,84043.63,46224.00,,True
OP00979,CA00979,2025-02-14,2025-04-06,C009,S010,R04,P003,Closed Won,1.0000,287639.60,287639.60,,False
OP00980,CA00980,2025-01-20,2025-04-07,C004,S002,R02,P004,Closed Won,1.0000,209305.01,209305.01,,False
OP00981,CA00981,2025-01-26,2025-04-07,C022,S005,R05,P007,Prospecting,0.1500,19207.68,2881.15,,False
OP00982,CA00982,2025-01-29,2025-04-06,C030,S009,R03,P006,Closed Won,1.0000,380203.79,380203.79,,False
OP00983,CA00983,2025-03-20,2025-04-07,C029,S001,R01,P005,Prospecting,0.1500,463768.51,69565.28,,True
OP00984,CA00984,2025-01-06,2025-03-31,C007,S007,R01,P005,Qualified,0.3000,104764.08,31429.22,,False
OP00985,CA00985,2025-01-04,2025-04-01,C006,S003,R03,P008,Closed Won,1.0000,163489.38,163489.38,,True
OP00986,CA00986,2025-02-17,2025-04-23,C020,S009,R03,P003,Qualified,0.3000,86651.16,25995.35,,False
OP00987,CA00987,2025-04-01,2025-05-06,C003,S002,R02,P007,Qualified,0.3000,524476.02,157342.80,,False
OP00988,CA00988,2025-04-04,2025-04-22,C009,S004,R04,P004,Qualified,0.3000,200173.68,60052.10,,False
OP00989,CA00989,2025-04-06,2025-05-12,C014,S001,R01,P007,Proposal,0.5500,126105.45,69358.00,,False
OP00990,CA00990,2025-02-15,2025-04-18,C026,S012,R06,P004,Qualified,0.3000,53147.62,15944.29,,False
OP00991,CA00991,2025-02-22,2025-05-18,C024,S009,R03,P006,Closed Won,1.0000,595018.03,595018.03,,False
OP00992,CA00992,2025-03-20,2025-04-28,C021,S009,R03,P005,Proposal,0.5500,445952.45,245273.85,,False
OP00993,CA00993,2025-02-14,2025-05-12,C020,S011,R05,P002,Proposal,0.5500,379008.16,208454.49,,True
OP00994,CA00994,2025-02-14,2025-05-04,C012,S001,R01,P006,Closed Won,1.0000,207849.94,207849.94,,False
OP00995,CA00995,2025-03-11,2025-04-21,C019,S008,R02,P006,Negotiation,0.7200,6449.70,4643.79,,False
OP00996,CA00996,2025-02-15,2025-04-15,C010,S006,R06,P002,Negotiation,0.7200,36499.52,26279.65,,False
OP00997,CA00997,2025-02-23,2025-04-26,C007,S007,R01,P008,Negotiation,0.7200,447739.82,322372.67,,False
OP00998,CA00998,2025-03-20,2025-04-09,C016,S005,R05,P002,Prospecting,0.1500,50006.33,7500.95,,False
OP00999,CA00999,2025-03-28,2025-05-04,C001,S006,R06,P005,Proposal,0.5500,53923.50,29657.93,,False
OP01000,CA01000,2025-03-31,2025-05-12,C014,S003,R03,P005,Closed Lost,0.0000,120158.23,0.00,Budget Frozen,False
OP01001,CA01001,2025-04-28,2025-05-19,C030,S003,R03,P008,Closed Won,1.0000,576296.98,576296.98,,False
OP01002,CA01002,2025-02-24,2025-04-23,C020,S012,R06,P007,Proposal,0.5500,42847.20,23565.96,,False
OP01003,CA01003,2025-02-17,2025-05-06,C020,S010,R04,P001,Qualified,0.3000,14695.79,4408.74,,False
OP01004,CA01004,2025-03-12,2025-04-28,C001,S004,R04,P007,Proposal,0.5500,83523.51,45937.93,,True
OP01005,CA01005,2025-02-20,2025-05-19,C001,S003,R03,P002,Closed Lost,0.0000,117289.86,0.00,Budget Frozen,False
OP01006,CA01006,2025-02-08,2025-04-22,C021,S006,R06,P002,Closed Won,1.0000,134564.00,134564.00,,False
OP01007,CA01007,2025-01-28,2025-04-28,C025,S002,R02,P002,Qualified,0.3000,143496.12,43048.84,,False
OP01008,CA01008,2025-04-04,2025-04-24,C022,S007,R01,P008,Negotiation,0.7200,124687.01,89774.65,,False
OP01009,CA01009,2025-04-25,2025-05-13,C014,S011,R05,P005,Negotiation,0.7200,118421.28,85263.32,,False
OP01010,CA01010,2025-03-27,2025-04-21,C021,S010,R04,P006,Closed Won,1.0000,23000.97,23000.97,,False
OP01011,CA01011,2025-03-25,2025-04-22,C011,S005,R05,P007,Prospecting,0.1500,165515.57,24827.34,,False
OP01012,CA01012,2025-02-10,2025-05-08,C013,S005,R05,P001,Proposal,0.5500,169733.29,93353.31,,False
OP01013,CA01013,2025-02-08,2025-05-03,C026,S004,R04,P003,Prospecting,0.1500,111442.78,16716.42,,False
OP01014,CA01014,2025-03-26,2025-05-12,C011,S005,R05,P007,Closed Lost,0.0000,57573.07,0.00,Timing,False
OP01015,CA01015,2025-02-23,2025-05-16,C004,S001,R01,P007,Negotiation,0.7200,17705.31,12747.83,,True
OP01016,CA01016,2025-02-15,2025-04-24,C013,S006,R06,P001,Prospecting,0.1500,155015.38,23252.31,,False
OP01017,CA01017,2025-02-14,2025-04-26,C001,S003,R03,P004,Qualified,0.3000,441.19,132.36,,True
OP01018,CA01018,2025-03-25,2025-04-26,C006,S006,R06,P002,Proposal,0.5500,314234.96,172829.23,,False
OP01019,CA01019,2025-03-17,2025-05-15,C007,S006,R06,P008,Qualified,0.3000,381638.17,114491.45,,False
OP01020,CA01020,2025-02-14,2025-05-03,C005,S005,R05,P002,Prospecting,0.1500,241961.67,36294.25,,False
OP01021,CA01021,2025-03-26,2025-05-15,C007,S012,R06,P001,Proposal,0.5500,48366.50,26601.57,,False
OP01022,CA01022,2025-03-30,2025-04-25,C012,S005,R05,P007,Prospecting,0.1500,10664.17,1599.63,,False
OP01023,CA01023,2025-02-10,2025-04-16,C006,S010,R04,P005,Qualified,0.3000,512317.65,153695.30,,True
OP01024,CA01024,2025-02-26,2025-04-22,C010,S010,R04,P005,Closed Won,1.0000,92394.31,92394.31,,False
OP01025,CA01025,2025-02-22,2025-05-20,C029,S005,R05,P002,Closed Lost,0.0000,93104.81,0.00,Budget Frozen,True
OP01026,CA01026,2025-03-31,2025-04-19,C015,S005,R05,P003,Proposal,0.5500,280155.72,154085.65,,True
OP01027,CA01027,2025-02-11,2025-05-11,C018,S009,R03,P006,Qualified,0.3000,83780.74,25134.22,,False
OP01028,CA01028,2025-02-05,2025-05-01,C002,S006,R06,P002,Proposal,0.5500,34683.86,19076.12,,False
OP01029,CA01029,2025-03-12,2025-05-21,C021,S005,R05,P004,Negotiation,0.7200,611750.11,440460.08,,False
OP01030,CA01030,2025-02-16,2025-04-09,C025,S006,R06,P006,Closed Won,1.0000,21874.36,21874.36,,False
OP01031,CA01031,2025-04-10,2025-05-06,C002,S011,R05,P006,Qualified,0.3000,42238.49,12671.55,,False
OP01032,CA01032,2025-03-23,2025-05-01,C011,S010,R04,P001,Prospecting,0.1500,182600.71,27390.11,,False
OP01033,CA01033,2025-02-19,2025-05-13,C003,S010,R04,P006,Proposal,0.5500,27386.69,15062.68,,False
OP01034,CA01034,2025-04-24,2025-05-24,C014,S001,R01,P005,Proposal,0.5500,262902.64,144596.45,,False
OP01035,CA01035,2025-02-12,2025-04-30,C016,S010,R04,P006,Proposal,0.5500,7415.80,4078.69,,False
OP01036,CA01036,2025-03-12,2025-05-01,C025,S006,R06,P003,Closed Won,1.0000,45701.92,45701.92,,False
OP01037,CA01037,2025-02-10,2025-05-08,C005,S008,R02,P008,Qualified,0.3000,141615.88,42484.76,,False
OP01038,CA01038,2025-02-10,2025-04-15,C002,S003,R03,P001,Qualified,0.3000,168286.42,50485.92,,True
OP01039,CA01039,2025-03-30,2025-04-22,C003,S001,R01,P004,Negotiation,0.7200,196518.70,141493.46,,False
OP01040,CA01040,2025-04-12,2025-05-07,C001,S012,R06,P005,Closed Won,1.0000,154546.13,154546.13,,False
OP01041,CA01041,2025-01-24,2025-04-19,C012,S012,R06,P002,Closed Won,1.0000,23161.57,23161.57,,False
OP01042,CA01042,2025-01-17,2025-04-17,C022,S003,R03,P003,Qualified,0.3000,30775.50,9232.65,,False
OP01043,CA01043,2025-01-31,2025-04-09,C002,S005,R05,P006,Proposal,0.5500,66097.61,36353.69,,True
OP01044,CA01044,2025-04-23,2025-05-19,C026,S011,R05,P002,Negotiation,0.7200,123699.59,89063.70,,False
OP01045,CA01045,2025-04-12,2025-04-30,C020,S007,R01,P007,Negotiation,0.7200,408271.00,293955.12,,False
OP01046,CA01046,2025-03-19,2025-04-29,C023,S009,R03,P005,Negotiation,0.7200,232710.61,167551.64,,False
OP01047,CA01047,2025-01-26,2025-04-19,C019,S009,R03,P006,Qualified,0.3000,133807.29,40142.19,,True
OP01048,CA01048,2025-01-21,2025-04-15,C003,S007,R01,P006,Proposal,0.5500,19257.77,10591.77,,False
OP01049,CA01049,2025-03-02,2025-04-30,C019,S004,R04,P001,Qualified,0.3000,559731.07,167919.32,,False
OP01050,CA01050,2025-02-08,2025-04-30,C010,S002,R02,P004,Qualified,0.3000,646518.94,193955.68,,False
OP01051,CA01051,2025-04-11,2025-04-29,C001,S004,R04,P005,Negotiation,0.7200,512619.51,369086.04,,False
OP01052,CA01052,2025-03-02,2025-05-13,C015,S001,R01,P008,Qualified,0.3000,93948.91,28184.67,,False
OP01053,CA01053,2025-04-01,2025-05-02,C001,S003,R03,P004,Proposal,0.5500,6811.54,3746.35,,False
OP01054,CA01054,2025-04-24,2025-05-08,C012,S010,R04,P006,Qualified,0.3000,3942.44,1182.73,,False
OP01055,CA01055,2025-04-18,2025-05-31,C016,S001,R01,P004,Proposal,0.5500,180869.18,99478.05,,False
OP01056,CA01056,2025-03-08,2025-05-24,C013,S010,R04,P006,Closed Won,1.0000,58484.95,58484.95,,False
OP01057,CA01057,2025-03-29,2025-05-18,C011,S002,R02,P004,Proposal,0.5500,319284.11,175606.26,,False
OP01058,CA01058,2025-03-10,2025-05-28,C028,S001,R01,P002,Negotiation,0.7200,32761.77,23588.48,,False
OP01059,CA01059,2025-04-26,2025-05-23,C011,S007,R01,P005,Negotiation,0.7200,80187.53,57735.02,,True
OP01060,CA01060,2025-03-08,2025-05-29,C020,S012,R06,P002,Closed Lost,0.0000,35101.95,0.00,Timing,False
OP01061,CA01061,2025-04-29,2025-06-07,C010,S002,R02,P001,Qualified,0.3000,307762.75,92328.82,,False
OP01062,CA01062,2025-05-12,2025-05-26,C014,S009,R03,P006,Closed Lost,0.0000,16861.53,0.00,Timing,False
OP01063,CA01063,2025-05-13,2025-06-01,C017,S002,R02,P005,Closed Won,1.0000,212193.55,212193.55,,False
OP01064,CA01064,2025-04-09,2025-06-20,C021,S009,R03,P002,Proposal,0.5500,94864.60,52175.53,,False
OP01065,CA01065,2025-05-04,2025-06-09,C023,S005,R05,P002,Qualified,0.3000,189450.51,56835.15,,False
OP01066,CA01066,2025-05-25,2025-06-19,C020,S009,R03,P007,Proposal,0.5500,38431.70,21137.44,,False
OP01067,CA01067,2025-03-17,2025-05-09,C016,S009,R03,P001,Closed Won,1.0000,110573.89,110573.89,,False
OP01068,CA01068,2025-03-25,2025-06-04,C025,S005,R05,P006,Prospecting,0.1500,297488.13,44623.22,,False
OP01069,CA01069,2025-03-29,2025-05-10,C024,S005,R05,P002,Closed Won,1.0000,11600.60,11600.60,,False
OP01070,CA01070,2025-04-05,2025-05-26,C011,S001,R01,P004,Negotiation,0.7200,389722.16,280599.95,,False
OP01071,CA01071,2025-04-14,2025-05-25,C009,S011,R05,P004,Closed Won,1.0000,208511.59,208511.59,,True
OP01072,CA01072,2025-03-12,2025-05-31,C016,S004,R04,P003,Prospecting,0.1500,26776.46,4016.47,,False
OP01073,CA01073,2025-05-12,2025-06-10,C023,S003,R03,P005,Closed Won,1.0000,172350.90,172350.90,,False
OP01074,CA01074,2025-05-05,2025-05-31,C003,S011,R05,P001,Closed Won,1.0000,255667.78,255667.78,,False
OP01075,CA01075,2025-03-20,2025-06-05,C023,S002,R02,P005,Proposal,0.5500,347233.07,190978.19,,False
OP01076,CA01076,2025-05-16,2025-06-15,C022,S003,R03,P004,Closed Won,1.0000,105426.33,105426.33,,False
OP01077,CA01077,2025-04-17,2025-05-28,C001,S011,R05,P006,Prospecting,0.1500,30940.74,4641.11,,False
OP01078,CA01078,2025-05-23,2025-06-10,C012,S005,R05,P004,Negotiation,0.7200,476717.77,343236.79,,False
OP01079,CA01079,2025-03-21,2025-05-30,C004,S009,R03,P003,Proposal,0.5500,28110.80,15460.94,,False
OP01080,CA01080,2025-03-30,2025-06-03,C022,S005,R05,P008,Closed Lost,0.0000,149068.38,0.00,Timing,False
OP01081,CA01081,2025-03-24,2025-05-16,C029,S012,R06,P003,Closed Lost,0.0000,157560.07,0.00,Budget Frozen,False
OP01082,CA01082,2025-04-12,2025-05-22,C012,S008,R02,P005,Prospecting,0.1500,42490.47,6373.57,,False
OP01083,CA01083,2025-03-20,2025-05-30,C002,S010,R04,P003,Qualified,0.3000,2620.10,786.03,,False
OP01084,CA01084,2025-02-17,2025-05-15,C017,S009,R03,P002,Negotiation,0.7200,5450.69,3924.49,,False
OP01085,CA01085,2025-05-30,2025-06-25,C003,S006,R06,P008,Prospecting,0.1500,445212.58,66781.89,,False
OP01086,CA01086,2025-04-06,2025-05-21,C025,S003,R03,P006,Closed Won,1.0000,97322.38,97322.38,,True
OP01087,CA01087,2025-03-07,2025-05-18,C009,S004,R04,P005,Negotiation,0.7200,153756.61,110704.76,,True
OP01088,CA01088,2025-04-14,2025-06-02,C008,S007,R01,P001,Qualified,0.3000,71050.32,21315.10,,True
OP01089,CA01089,2025-05-07,2025-06-06,C024,S012,R06,P002,Proposal,0.5500,94436.70,51940.19,,False
OP01090,CA01090,2025-03-16,2025-05-27,C027,S008,R02,P008,Closed Lost,0.0000,108665.65,0.00,Price,False
OP01091,CA01091,2025-04-14,2025-06-09,C005,S007,R01,P001,Proposal,0.5500,83738.98,46056.44,,False
OP01092,CA01092,2025-04-22,2025-05-13,C024,S003,R03,P001,Closed Won,1.0000,39022.99,39022.99,,False
OP01093,CA01093,2025-04-19,2025-05-23,C024,S001,R01,P008,Closed Won,1.0000,602537.95,602537.95,,False
OP01094,CA01094,2025-04-04,2025-06-01,C019,S011,R05,P008,Qualified,0.3000,65132.54,19539.76,,False
OP01095,CA01095,2025-04-15,2025-05-21,C020,S001,R01,P007,Qualified,0.3000,23619.78,7085.93,,False
OP01096,CA01096,2025-03-30,2025-05-20,C026,S004,R04,P001,Closed Won,1.0000,200723.98,200723.98,,False
OP01097,CA01097,2025-05-18,2025-06-16,C016,S011,R05,P007,Closed Won,1.0000,9460.66,9460.66,,False
OP01098,CA01098,2025-04-09,2025-06-17,C019,S011,R05,P004,Closed Won,1.0000,328486.57,328486.57,,False
OP01099,CA01099,2025-03-05,2025-05-15,C010,S005,R05,P006,Closed Lost,0.0000,29844.74,0.00,Competitor,False
OP01100,CA01100,2025-04-24,2025-06-06,C024,S009,R03,P001,Negotiation,0.7200,60960.39,43891.48,,False
OP01101,CA01101,2025-03-29,2025-05-17,C004,S007,R01,P008,Prospecting,0.1500,128091.84,19213.78,,False
OP01102,CA01102,2025-05-02,2025-06-20,C017,S004,R04,P001,Negotiation,0.7200,18357.32,13217.27,,False
OP01103,CA01103,2025-05-26,2025-06-10,C014,S005,R05,P006,Proposal,0.5500,24576.37,13517.01,,False
OP01104,CA01104,2025-04-26,2025-05-24,C018,S001,R01,P005,Closed Won,1.0000,46116.89,46116.89,,True
OP01105,CA01105,2025-03-04,2025-05-13,C022,S003,R03,P007,Closed Lost,0.0000,30079.72,0.00,Timing,False
OP01106,CA01106,2025-03-26,2025-06-06,C020,S001,R01,P003,Closed Lost,0.0000,316117.10,0.00,Competitor,False
OP01107,CA01107,2025-05-01,2025-06-02,C021,S008,R02,P005,Prospecting,0.1500,254803.30,38220.49,,False
OP01108,CA01108,2025-03-12,2025-05-29,C022,S009,R03,P006,Negotiation,0.7200,22542.07,16230.29,,False
OP01109,CA01109,2025-03-27,2025-06-01,C019,S003,R03,P001,Closed Won,1.0000,164034.04,164034.04,,False
OP01110,CA01110,2025-03-28,2025-05-18,C020,S012,R06,P002,Closed Won,1.0000,36015.50,36015.50,,False
OP01111,CA01111,2025-03-18,2025-06-11,C010,S005,R05,P007,Closed Lost,0.0000,44495.15,0.00,Price,False
OP01112,CA01112,2025-05-10,2025-06-09,C009,S002,R02,P007,Qualified,0.3000,33740.74,10122.22,,False
OP01113,CA01113,2025-04-03,2025-05-31,C027,S002,R02,P002,Qualified,0.3000,155696.33,46708.90,,False
OP01114,CA01114,2025-03-30,2025-05-13,C007,S009,R03,P002,Closed Lost,0.0000,134832.62,0.00,Timing,False
OP01115,CA01115,2025-05-22,2025-06-13,C002,S002,R02,P006,Negotiation,0.7200,44238.63,31851.81,,False
OP01116,CA01116,2025-03-31,2025-05-17,C016,S001,R01,P007,Closed Won,1.0000,94523.76,94523.76,,False
OP01117,CA01117,2025-04-16,2025-05-31,C030,S008,R02,P004,Prospecting,0.1500,1108502.23,166275.33,,False
OP01118,CA01118,2025-03-12,2025-06-05,C009,S008,R02,P008,Prospecting,0.1500,1012608.60,151891.29,,False
OP01119,CA01119,2025-04-30,2025-06-21,C020,S012,R06,P002,Negotiation,0.7200,189792.63,136650.70,,False
OP01120,CA01120,2025-04-03,2025-06-23,C005,S011,R05,P001,Prospecting,0.1500,402219.57,60332.94,,False
OP01121,CA01121,2025-04-11,2025-06-10,C016,S006,R06,P002,Prospecting,0.1500,111550.20,16732.53,,False
OP01122,CA01122,2025-03-23,2025-05-23,C008,S012,R06,P002,Closed Lost,0.0000,127583.08,0.00,Timing,False
OP01123,CA01123,2025-04-13,2025-06-14,C015,S001,R01,P001,Proposal,0.5500,151477.11,83312.41,,False
OP01124,CA01124,2025-04-17,2025-06-08,C005,S004,R04,P001,Prospecting,0.1500,75798.00,11369.70,,False
OP01125,CA01125,2025-04-28,2025-06-28,C007,S012,R06,P001,Closed Lost,0.0000,42847.33,0.00,Competitor,True
OP01126,CA01126,2025-04-22,2025-07-06,C004,S012,R06,P006,Negotiation,0.7200,20806.55,14980.71,,False
OP01127,CA01127,2025-07-01,2025-07-18,C005,S011,R05,P006,Closed Won,1.0000,396561.37,396561.37,,False
OP01128,CA01128,2025-05-12,2025-07-08,C029,S004,R04,P003,Negotiation,0.7200,56019.69,40334.18,,False
OP01129,CA01129,2025-04-15,2025-06-30,C014,S007,R01,P006,Proposal,0.5500,96646.51,53155.58,,False
OP01130,CA01130,2025-06-08,2025-07-07,C002,S005,R05,P004,Closed Lost,0.0000,31271.87,0.00,Timing,False
OP01131,CA01131,2025-06-14,2025-07-10,C022,S012,R06,P003,Prospecting,0.1500,210633.84,31595.08,,False
OP01132,CA01132,2025-06-14,2025-06-30,C029,S002,R02,P007,Proposal,0.5500,100703.96,55387.18,,False
OP01133,CA01133,2025-05-04,2025-06-24,C029,S010,R04,P006,Closed Won,1.0000,77120.53,77120.53,,False
OP01134,CA01134,2025-05-16,2025-06-24,C011,S004,R04,P003,Qualified,0.3000,144158.18,43247.45,,False
OP01135,CA01135,2025-04-26,2025-06-10,C027,S004,R04,P007,Prospecting,0.1500,60836.96,9125.54,,False
OP01136,CA01136,2025-04-10,2025-06-24,C001,S006,R06,P002,Prospecting,0.1500,47342.16,7101.32,,False
OP01137,CA01137,2025-04-01,2025-06-23,C015,S001,R01,P002,Closed Won,1.0000,130017.46,130017.46,,False
OP01138,CA01138,2025-04-16,2025-07-04,C008,S003,R03,P002,Prospecting,0.1500,131642.50,19746.38,,False
OP01139,CA01139,2025-06-03,2025-07-10,C014,S007,R01,P003,Prospecting,0.1500,240721.01,36108.15,,False
OP01140,CA01140,2025-04-03,2025-06-24,C021,S009,R03,P005,Negotiation,0.7200,317391.47,228521.86,,False
OP01141,CA01141,2025-04-18,2025-06-20,C018,S011,R05,P002,Prospecting,0.1500,98185.86,14727.88,,False
OP01142,CA01142,2025-05-02,2025-06-26,C016,S008,R02,P005,Closed Won,1.0000,63466.06,63466.06,,False
OP01143,CA01143,2025-05-02,2025-06-10,C013,S008,R02,P008,Negotiation,0.7200,7575.25,5454.18,,False
OP01144,CA01144,2025-04-20,2025-07-11,C004,S006,R06,P003,Qualified,0.3000,169894.56,50968.37,,False
OP01145,CA01145,2025-06-25,2025-07-10,C030,S002,R02,P008,Closed Won,1.0000,618488.71,618488.71,,False
OP01146,CA01146,2025-04-22,2025-07-05,C004,S003,R03,P001,Qualified,0.3000,167939.12,50381.74,,False
OP01147,CA01147,2025-05-27,2025-06-20,C016,S009,R03,P006,Negotiation,0.7200,79600.37,57312.27,,True
OP01148,CA01148,2025-05-13,2025-07-05,C003,S008,R02,P008,Closed Won,1.0000,148679.13,148679.13,,False
OP01149,CA01149,2025-06-06,2025-07-03,C026,S011,R05,P003,Proposal,0.5500,96534.47,53093.96,,False
OP01150,CA01150,2025-05-29,2025-06-11,C013,S005,R05,P005,Proposal,0.5500,251047.08,138075.89,,True
OP01151,CA01151,2025-05-25,2025-07-03,C024,S012,R06,P005,Proposal,0.5500,88299.90,48564.94,,False
OP01152,CA01152,2025-04-29,2025-07-13,C005,S004,R04,P002,Closed Won,1.0000,140699.28,140699.28,,False
OP01153,CA01153,2025-04-10,2025-07-03,C021,S005,R05,P005,Qualified,0.3000,240875.74,72262.72,,False
